nGram,size,mormonFreq,nonMormonFreq
this perfect,2,1,1
do so,2,2,25
the man whom i,4,1,1
it through,2,2,1
with mine,2,1,12
shall bring them,3,1,6
depth of the sea,4,2,1
be exalted in that,4,1,2
is no of,3,1,1
be upon the,3,3,9
in my fury,3,1,8
virgins and,2,1,3
knowledge of,2,27,45
thou shalt not covet,4,2,4
which are written in,4,1,7
this cause have,3,3,2
before me continually,3,1,2
spake as,2,1,3
may be the,3,1,5
man of god and,4,1,13
them and that which,4,1,1
the place where thou art,5,1,1
revelations of,2,4,1
and contentions,2,2,1
way i,2,1,2
rule,1,3,66
heaven from,2,1,7
weary and,2,1,7
baptizing with water,3,2,1
stand forth,2,1,3
stand afar,2,1,2
foot of,2,1,7
spirit which is,3,1,4
holy father,2,7,1
made heaven and earth,4,1,13
the whole earth,3,12,28
spake by,2,1,16
concerning the law,3,1,2
i have established,3,1,1
oath which i,3,1,2
for he in,3,2,1
do we,2,2,12
for he is,3,6,61
need of all,3,1,1
may grow,2,1,2
thou shalt deliver it,4,1,1
thee and go,3,1,1
that the work of the,5,1,1
as of old,3,1,1
transgression and,2,1,11
attend to the words of,5,1,1
the wicked,2,50,259
of your fathers the,4,1,2
from your,2,7,16
thy god with all thy,5,1,4
ye save,2,1,3
left of them,3,1,1
the age of,3,4,4
deeds which,2,2,2
because of the fear,4,1,1
who is with,3,1,2
out of obscurity,3,1,1
again i,2,50,12
seek for,2,1,7
follow them that believe,4,1,1
and bear witness,3,1,1
again a,2,3,7
and yet,2,3,35
filled with his,3,1,2
shall do the,3,1,3
are washed,2,1,1
wife is sanctified by,4,1,1
declared to be,3,1,2
do ye,2,1,67
at that time to,4,1,2
who can hear,3,1,1
thee and in,3,1,8
triumph over,2,3,2
which are coming on the,5,1,1
the spirit,2,108,275
anointed whom,2,1,1
as of one,3,1,3
sufficient for,2,5,8
be from,2,1,12
pilgrims on the,3,1,1
time to time,3,17,3
my friends for,3,1,1
deliver you out of,4,1,6
by faith not,3,1,1
brought forth the,3,2,11
man and man,3,1,1
people would,2,1,1
hair of your,3,1,1
nigh,1,19,100
father but by me,4,1,1
cleanse them from,3,1,1
no man neither,3,1,3
he talked,2,1,9
i believe,2,1,5
creeping,1,1,29
his wrath kindled,3,1,2
he shall turn the,4,1,1
their days in,3,1,3
prepare for,2,5,5
according to the law of,5,3,6
shall say surely,3,1,1
grace of our lord,4,3,11
my countenance,2,2,5
seen for,2,1,3
is yet tender,3,2,2
damned if he,3,1,1
your tongue,2,2,1
also without,2,1,1
glory of god and,4,1,4
residue of the elders,4,3,1
shall lift up the,4,1,1
and i will bless,4,6,7
them among,2,1,11
is baptized shall be saved,5,2,1
my word like,3,1,1
that the word of,4,1,21
meekness and,2,6,3
god neither regarded,3,1,1
dead were judged,3,2,1
meek and lowly,3,1,1
lord answered,2,1,14
journey in,2,4,1
spirit upon all,3,1,2
much as is sufficient for,5,1,1
not fear,2,6,15
lose their,2,1,1
thou shalt give it,4,1,3
that all may,3,5,1
doctrines of,2,1,2
that it shall leave,4,1,1
blessing which,2,3,2
to possess it,3,2,33
prison which sometime were disobedient,5,1,1
his sons and,3,1,71
from off the face of,5,1,6
they sanctified,2,1,5
sins are forgiven thee,4,3,1
i have said unto them,5,1,2
of the whole earth,4,2,15
father in the name of,5,2,1
people and for,3,1,6
lead them,2,2,12
upon thy servants,3,1,3
to judgment and,3,1,2
among you who,3,6,1
also john,2,1,1
the might,2,1,4
house ye,2,2,2
first man,2,2,3
after and,2,1,5
seemed to be,3,1,3
priesthood have a,3,1,1
and the spirit of,4,3,26
it shall be given,4,28,8
of aaron they,3,1,1
the gates,2,7,74
in the heavens,3,5,15
that if any man,4,1,2
sword and by,3,1,9
counsel of my,3,3,1
form of,2,3,13
therefore take heed,3,1,2
a branch,2,1,6
and of their children,4,1,1
knowledge by,2,1,3
that all men,3,7,5
scourge shall,2,2,2
purchased with,2,1,2
not feel,2,1,1
items in,2,1,1
gather out the,3,2,1
crooked,1,3,14
and power and might be,5,1,1
even unto the end,4,9,5
reap the,2,4,6
sin is not,3,1,1
to find it,3,1,1
life or death or,4,1,1
accepted the,2,2,1
and keep all,3,3,4
the servants of,3,7,62
come what is,3,1,2
riding in,2,1,2
intents of the,3,1,1
house of god and,4,3,22
on it and,3,1,5
day of redemption,3,6,1
your children unclean,3,1,1
can not come,3,4,10
hand that,2,3,32
the dry land,3,1,12
its,1,39,1
the promise is,3,1,1
to you,2,13,103
and you,2,53,19
the east and from,4,1,2
mount of,2,3,34
of a dove,3,1,1
the blood of the,4,2,42
which was,2,49,372
the blood of thy,4,2,6
from the land of the,5,1,5
that this house,3,2,3
house to,2,14,37
follow after,2,1,12
hour yea,2,1,1
lord for the lord,4,1,1
nine,1,1,50
of egypt,2,1,421
in heaven that,3,3,3
son of man hath,4,1,6
it is not of,4,4,1
arrayed,1,1,11
the land by,3,1,3
wisdom let him,3,3,1
things and the,3,3,7
ask the,2,4,4
by his father,3,2,1
they may bring,3,1,1
thy prophets,2,2,9
i love and,3,1,1
of the dispensation,3,4,1
handle me and see,4,1,1
prophet this,2,1,1
voice of,2,98,199
the wrath of mine,4,1,1
to reign and,3,2,37
of and there,3,1,9
that he may dwell,4,1,2
the because,2,1,9
that the work of,4,1,1
lord day,2,3,2
mount up,2,1,7
shall send them,3,3,2
the thoughts,2,3,17
in a house,3,1,1
and with brass,3,1,1
things to the,3,1,1
to establish,2,5,9
the wicked in their,4,1,1
the hands,2,46,77
the lord were,3,1,6
house or,2,2,6
be unto him for a,5,1,1
but their eyes,3,1,1
not condemn,2,1,1
the shaft,2,1,1
the church who is,4,2,1
formed against,2,2,1
pray always,2,10,2
gold in,2,1,9
shall find none,3,1,1
the land or,3,1,3
make not thy,3,1,1
fathers,1,46,548
while he is,3,1,3
your glory,2,2,3
with you for,3,1,8
journey by,2,1,1
mercy of god,3,1,1
the land of,3,103,617
the dispensation of the fulness,5,8,1
been slain,2,1,2
that he who,3,2,3
saw the glory of,4,3,1
joseph my son,3,1,1
thereof and the length thereof,5,1,1
the land it,3,1,1
up without,2,2,4
righteousness and to,3,1,1
dwelt in,2,2,115
of the fierceness of the,5,2,1
eternal glory,2,1,2
cry unto,2,1,28
the least,2,10,29
and signs,2,1,7
again the third day,4,1,3
make ready,2,1,11
a testimony against,3,4,4
governors of,2,2,8
a feast of fat,4,2,1
be coupled,2,1,4
be that find it,4,1,1
and the beasts,3,1,7
upon them for the,4,1,1
the spring,2,1,2
pray for thy,3,1,1
the land he,3,1,3
house of,2,58,955
lord was angry,3,2,4
and all manner,3,1,9
upon mount,2,5,14
thought that,2,1,6
the lord went,3,1,12
the pure in heart,4,6,1
shall bind on,3,1,1
can not be broken,4,3,1
in heaven and which,4,1,1
the prophet in the,4,3,1
dwell on,2,3,10
not chosen,2,2,2
the wind and the,4,1,4
o lord how long,4,2,3
wisdom out,2,1,1
of the house of jacob,5,1,4
the lying in wait,4,1,1
on the plates,3,1,1
prevail against,2,11,14
of glory and of god,5,1,1
his generation,2,5,2
kingdom and the,3,2,4
of mine house,3,9,4
the light of men,4,1,1
unto them concerning,3,2,1
the inner,2,5,33
he hath given,3,2,23
shod with the preparation,4,1,1
anger is turned,3,1,2
house is,2,2,14
reconciled,1,1,7
doubt not,2,2,1
many yet,2,2,3
of my house to,4,1,1
of silver and he,4,1,1
for they kept,3,1,1
of faith ye,3,1,1
house in,2,7,26
may see and,3,1,4
a second,2,1,7
that he was,3,3,61
that do wickedly shall be,5,3,1
lord jesus christ in,4,2,2
and confirming the,3,1,2
the waters of,3,1,45
broken by,2,1,5
one that to,3,1,1
you he that,3,4,7
have given their,3,1,1
vineyard for,2,4,2
thou spoken,2,3,22
men neither,2,1,7
from this time,3,7,5
the intents,2,1,1
have kept,2,3,20
behold they have,3,5,1
the land to,3,1,10
the son who,3,1,1
him who hath called,4,1,1
and proclaim,2,7,7
end of all things,4,1,1
that ye can not,4,1,2
voice if,2,1,1
to proclaim,2,11,4
voice is,2,3,6
in the room,3,2,8
letter,1,9,37
need to,2,4,2
voice in,2,3,10
exchange for,2,1,3
to the other,3,2,15
will do this,3,4,6
and fourth,2,10,4
acts,1,4,67
burn them up saith,4,2,1
him from heaven,3,1,3
be the first,3,1,4
and hear the voice,4,1,2
for i am the,4,7,13
go with them,3,2,5
if there be any that,5,1,2
have manifested,2,1,1
of that house,3,4,3
and names,2,1,2
and the prayer of,4,1,1
testify,1,12,29
opening of the prison,4,1,1
come down that,3,1,2
believe on the,3,2,5
have loved,2,2,12
is not by,3,1,1
between me and,3,1,24
a third part of the,5,1,1
my words which i,4,2,2
shall do these things,4,1,1
all the wicked,3,1,5
of me for,3,2,1
rise not,2,1,6
a far,2,1,20
trodden down,2,1,11
of their peace,3,1,2
if a,2,11,122
become my,2,3,5
voice as,2,4,5
shall it be done unto,5,2,6
if i,2,5,141
also unto thee,3,1,6
thou shalt offer,3,2,17
sea nor the trees,4,1,1
for behold,2,54,28
them not fail to,4,1,1
my heart that,3,1,2
this land by,3,1,1
on the lord thy,4,1,1
shalt bind on earth shall,5,1,1
the promise of the,4,4,3
adversary and,2,1,3
be planted,2,5,2
jew,1,3,33
might be judged according to,5,3,1
and my words,3,1,3
those,1,254,465
and righteous men,3,1,1
sake shall,2,2,3
presence shall,2,4,1
shall not stand,3,1,12
and establish,2,10,3
beloved brethren,2,2,4
every man in his own,5,2,1
laid a,2,1,6
the lands with,3,1,1
longer,1,11,17
the same things,3,1,4
righteousness and in,3,1,2
and not faint,3,1,1
under the altar,3,1,1
and his heart against,4,1,1
understand that these,3,1,1
craftiness,1,3,5
the counsel,2,16,38
the lord let,3,6,11
year of the,3,1,35
living and,2,8,7
shall be also,3,3,2
to become the sons of,5,2,1
man having,2,1,5
part but,2,1,2
done this,2,2,34
given unto him,3,18,13
ye therefore that,3,1,2
a witness to the,4,1,1
everlasting life,2,2,11
the commandments of god and,5,1,2
need of these,3,1,1
have life and,3,1,1
on the south,3,2,16
eighteen,1,2,22
search diligently,2,3,1
gospel unto them,3,3,1
who shall give,3,1,5
evils and,2,1,2
some days,2,1,2
earth with a,3,2,1
kindred of the,3,1,1
house as,2,4,9
a few,2,16,25
all sick,2,1,1
house at,2,1,6
god saying,2,1,15
mine angel shall go,4,1,2
fowls,1,10,55
man have a,3,1,2
precious things of the earth,5,1,1
be poured,2,14,11
read the,2,2,11
should gather together,3,1,1
house be,2,5,8
to face,2,2,12
dedication of the,3,2,6
me wherein,2,1,1
it shall be holy,4,1,4
commandment shall,2,2,3
driven out and,3,1,2
words because,2,1,1
and i will be their,5,1,7
of our god in their,5,1,1
lifted,1,8,158
children that they may,4,1,1
journey to,2,2,2
all people shall,3,1,1
to command,2,1,1
up yea,2,1,1
wickedly,1,4,23
understood that the,3,1,1
second death,2,2,4
the comforter,2,22,4
send you elijah,3,1,1
a spirit hath,3,1,1
by the power,3,19,5
heaven and a new,4,1,1
sins may,2,1,1
understanding of the,3,1,5
darts of,2,2,1
were disobedient when,3,2,1
shall be set,3,2,3
and my judgments,3,1,6
them in my,3,2,2
adam,1,32,31
driven and,2,1,1
a fig,2,1,4
that they may offer,4,1,2
an everlasting covenant,3,3,12
one all,2,1,2
all the nations and,4,1,4
may know the,3,3,3
shall stand afar off,4,1,1
with charity,2,1,1
in a,2,36,326
of the whole world,4,1,2
your mouth,2,2,8
thy sins are,3,3,2
and then shall they,4,1,5
to hearken unto the,4,1,3
lead thee,2,1,4
by the things which,4,1,1
and fair,2,1,2
word of knowledge,3,1,1
and fail,2,1,1
thee the keys of,4,1,1
this mystery,2,1,2
it is not in,4,2,4
on the lord,3,4,17
right i will,3,1,1
forget god and,3,1,1
which was from,3,3,2
thy habitation,2,1,2
the thirteenth,2,1,11
one and,2,7,49
as ye see me,4,1,1
abraham concerning,2,1,1
loss of all,3,1,1
done that,2,1,19
stand as a,3,3,1
made glorious,2,1,1
persuasion,1,1,1
detestable,1,1,6
job,1,2,61
is not in,3,3,20
of the father full,4,1,1
rags and,2,1,2
look for,2,2,12
joy,1,40,165
nation and kindred and,4,1,1
shall take of the,4,1,10
time forth,2,6,6
not slay,2,1,2
midst of,2,25,315
feet and the,3,1,4
or what ye shall,4,2,4
an ordinance,2,2,11
and shall be destroyed,4,2,1
is not of,3,10,18
an hundred,2,5,177
to fall,2,2,22
this i will,3,2,2
and fall,2,1,19
be sanctified,2,9,9
blessed and holy is he,5,1,1
garments and,2,3,36
thrust in his sickle,4,8,2
the judge of,3,2,4
is not my,3,5,4
for the spirit,3,1,10
thee blessed art,3,1,1
throw down the,3,1,1
jesus only,2,1,2
and the simple,3,1,1
taken from,2,12,23
but the hour,3,1,1
his name they,3,1,1
is a,2,45,356
to all the nations of,5,1,1
left one stone upon,4,1,2
is i,2,2,6
will become,2,1,2
and making,2,1,5
the sacrifice of,3,2,30
a for,2,1,5
light with,2,1,3
into the kingdom of,4,1,15
the wise shall,3,1,3
destroy their,2,1,4
also called,2,2,4
of the glory of,4,3,12
it a,2,2,53
only the,2,1,20
to god that,3,1,3
at once,2,1,10
called and they shall,4,1,1
i baptize,2,1,1
shall testify of,3,1,1
shall be given,3,51,28
for if they do,4,1,1
known to thine,3,1,1
let my name be named,5,1,1
the weak things,3,4,1
shall stand and,3,2,7
for the unjust,3,1,1
when any shall,3,1,1
but the hour and,4,1,1
it saith the,3,1,11
earth neither the,3,1,1
righteousness for the,3,3,1
sacrifices in,2,1,1
garments and they shall,4,1,2
hours in,2,2,1
lord their,2,6,41
the father full of,4,1,1
the prophecy,2,1,9
that i the lord,4,8,13
receive their sight and the,5,1,1
the officers of,3,2,7
stir up the,3,1,2
this land to,3,3,6
go to the house of,5,1,2
in any of these,4,1,1
twelve were,2,1,1
shall see him as,4,1,1
as grass and,3,1,2
and thou shalt not,4,1,25
come hereafter,2,2,1
western,1,4,1
and rebellious,2,2,3
garments are,2,2,2
out of my mouth,4,1,5
and there came a,4,1,19
that house or,3,2,1
of all and,3,2,5
be able to stand,4,3,5
that it was,3,2,51
shall purify the sons,4,1,1
pardoned,1,1,3
but he will,3,2,5
present for,2,1,2
and command,2,1,4
the light of,3,15,36
through covetousness,2,1,1
appointed unto him by,4,1,1
name sake,2,3,30
for for,2,3,8
lost and,2,1,5
ye shall send,3,3,1
the sea and upon the,5,1,2
and in thy seed,4,1,4
and thy dominion,3,1,2
a spirit hath not,4,1,1
when the lord,3,6,47
made manifest by,3,1,2
lord and ye,3,1,4
the righteous,2,18,148
be kindled against them,4,1,1
come to a,3,2,1
good cheer and,3,1,1
the affliction,2,1,10
shalt come down,3,1,1
mouths,1,12,19
will not open,3,1,1
grace is sufficient for,4,2,1
my spirit unto,3,2,1
that day shall not,4,2,1
flow down at thy,4,3,1
journeyed from to,3,1,1
will liken,2,3,1
cut off out of the,5,1,1
the third day and,4,1,7
a commandment and,3,1,1
an apostle of jesus,4,3,9
as for the living,4,1,1
sworn in my,3,1,1
the business of,3,1,3
day of trouble,3,1,10
heart of,2,5,77
lord appeared unto them,4,1,1
the fowls of heaven,4,2,5
but because,2,1,8
preach and to,3,1,2
your hearts with,3,1,1
unto any man,3,1,1
name the,2,1,9
remain that,2,1,4
house shall it,3,2,1
of tongues,2,2,4
shall not come into,4,2,8
fast as ye,3,1,1
let us reason,3,2,1
sacrifices by,2,1,1
general assembly and church of,5,2,1
to gather together the,4,1,3
housetops,1,1,7
adam and he,3,2,1
it of me,3,1,1
put away their,3,1,2
their from,2,1,1
are great and,3,1,2
were driven,2,1,5
to give you,3,1,5
i have loved,3,1,10
where two or three are,5,1,1
were righteous and,3,1,1
heaven and earth,3,2,31
the grace of,3,7,40
be brought,2,10,48
alive,1,1,88
mercy on him,3,1,2
and perverse generation,3,2,2
lord there,2,2,11
the damnation of,3,1,1
any among you,3,5,1
what i have,3,1,6
the tongue of,3,2,12
voice fear god and,4,1,1
the servants of our god,5,1,1
the lamb of,3,1,4
an hour when,3,2,2
family in,2,1,3
in his heart,3,1,42
be holy and,3,2,5
a full end,3,1,8
it is given to know,5,1,2
the wicked rule the,4,1,1
have hearkened,2,1,6
even the city,3,2,1
upon mount sinai,3,1,5
shall go out,3,1,21
and thy people,3,2,10
heart to,2,2,53
city of refuge,3,1,6
out the wheat,3,1,1
land of their,3,3,14
silver and he,3,1,1
also of beasts and of,5,1,1
glorious of,2,1,1
for it is,3,21,103
was opened,2,3,8
past and,2,2,9
say hear the,3,1,2
for if ye,3,3,11
lord in the wilderness,4,1,2
his natural,2,1,2
in the house of the,5,3,68
house shall be,3,6,13
disobedient when,2,2,1
the holiest of all,4,2,2
unto david,2,2,52
who was the,3,1,2
that i may be,4,2,9
destroy these,2,1,2
unto him neither,3,2,3
all the nations,3,4,32
of disobedience,2,1,3
sentence,1,1,11
judged according,2,6,2
of the land which,4,1,8
family of,2,1,95
afflicted in all,3,1,1
therefore it shall be,4,2,4
the fruit of his,4,1,6
everlasting hills,2,1,1
the place which i,4,3,2
unto me thy,3,1,1
for in my,3,1,3
i was in,3,3,13
broken up,2,2,10
and prepared for,3,2,2
comprehend,1,2,2
unto the city of,4,2,5
heart up,2,1,2
unto me the,3,2,32
with christ,2,2,9
in the day,3,23,170
made manifest in,3,1,4
pursued,1,1,38
in any of,3,3,5
loins girt about with,4,1,1
command them to,3,1,3
your children in,3,1,1
and in all things,4,1,3
man in his own,4,2,2
the waters to,3,2,4
need of,2,6,20
which was called the,4,1,1
which is in,3,10,100
after these,2,2,25
therefore as the,3,1,5
they also that are,4,2,2
lifting up holy hands,4,1,1
but i speak concerning,4,1,1
greatly rejoice,2,1,4
them only,2,2,1
but if one,3,1,1
and the people,3,2,141
be stopped,2,2,5
was to come,3,1,1
to the good,3,1,5
my sake for,3,1,2
come to pass that,4,27,54
shall hear my voice and,5,1,1
of circumcision,2,2,4
they that do,3,2,2
early shall find,3,2,1
the sun even,3,1,2
face of the whole earth,5,1,6
the names of the children,5,1,8
and these are the words,5,1,1
abroad throughout,2,1,4
speaking unto,2,3,8
over his own,3,2,3
times of the,3,5,1
shall be said,3,4,5
that not one,3,1,1
throughout,1,8,162
to the church of,4,5,1
affliction and,2,2,23
kingdom of god and all,5,1,1
how long shall,3,2,23
they are not of,4,1,2
in the wilderness of,4,1,28
heart is,2,4,53
were many,2,2,11
heart in,2,5,12
their journey,2,26,10
the confidence,2,2,5
himself according,2,1,2
and testified,2,1,5
lord god of hosts,4,1,29
by night and,3,3,26
in that city and,4,1,1
the time will,3,1,1
name written,2,2,5
